+4.580431E+14 	 +1.078810E+00 	 +1.150347E+00 	 +1.346862E+01
+4.658625E+14 	 +1.123174E+00 	 +1.201265E+00 	 +1.350691E+01
+4.738153E+14 	 +1.168192E+00 	 +1.253240E+00 	 +1.354556E+01
+4.819040E+14 	 +1.213756E+00 	 +1.306168E+00 	 +1.358413E+01
+4.901307E+14 	 +1.259803E+00 	 +1.360002E+00 	 +1.362226E+01
+4.984979E+14 	 +1.306278E+00 	 +1.414708E+00 	 +1.365956E+01
+5.070079E+14 	 +1.353893E+00 	 +1.471079E+00 	 +1.370082E+01
+5.156632E+14 	 +1.400604E+00 	 +1.526760E+00 	 +1.373632E+01
+5.244662E+14 	 +1.446111E+00 	 +1.581335E+00 	 +1.376647E+01
+5.334196E+14 	 +1.492714E+00 	 +1.637637E+00 	 +1.379930E+01
+5.425257E+14 	 +1.540362E+00 	 +1.695627E+00 	 +1.383454E+01
+5.517874E+14 	 +1.585221E+00 	 +1.750579E+00 	 +1.385984E+01
+5.612071E+14 	 +1.632034E+00 	 +1.808271E+00 	 +1.389191E+01
+5.707876E+14 	 +1.676783E+00 	 +1.863812E+00 	 +1.391684E+01
+5.805317E+14 	 +1.721488E+00 	 +1.919715E+00 	 +1.394124E+01
+5.904422E+14 	 +1.763683E+00 	 +1.972790E+00 	 +1.395874E+01
+6.005218E+14 	 +1.806486E+00 	 +2.026991E+00 	 +1.397838E+01
+6.107735E+14 	 +1.848513E+00 	 +2.080609E+00 	 +1.399583E+01
+6.212002E+14 	 +1.889623E+00 	 +2.133418E+00 	 +1.401114E+01
+6.318049E+14 	 +1.929986E+00 	 +2.185735E+00 	 +1.402413E+01
+6.425906E+14 	 +1.970354E+00 	 +2.238207E+00 	 +1.403910E+01
+6.535605E+14 	 +2.006956E+00 	 +2.286164E+00 	 +1.404459E+01
+6.647176E+14 	 +2.043857E+00 	 +2.334796E+00 	 +1.405177E+01
+6.760652E+14 	 +2.079671E+00 	 +2.382310E+00 	 +1.405695E+01
+6.876065E+14 	 +2.114407E+00 	 +2.428714E+00 	 +1.406018E+01
+6.993449E+14 	 +2.148001E+00 	 +2.473874E+00 	 +1.406155E+01
+7.112836E+14 	 +2.180560E+00 	 +2.517981E+00 	 +1.406105E+01
+7.234261E+14 	 +2.211855E+00 	 +2.560557E+00 	 +1.405893E+01
+7.357760E+14 	 +2.242048E+00 	 +2.601912E+00 	 +1.405508E+01
+7.483366E+14 	 +2.271169E+00 	 +2.642069E+00 	 +1.404961E+01
+7.611117E+14 	 +2.299166E+00 	 +2.680905E+00 	 +1.404259E+01
+7.741049E+14 	 +2.326063E+00 	 +2.718448E+00 	 +1.403406E+01
+7.873198E+14 	 +2.351886E+00 	 +2.754705E+00 	 +1.402413E+01
+8.007604E+14 	 +2.376701E+00 	 +2.789794E+00 	 +1.401283E+01
+8.144305E+14 	 +2.400426E+00 	 +2.823513E+00 	 +1.400024E+01
+8.283338E+14 	 +2.423105E+00 	 +2.855918E+00 	 +1.398641E+01
+8.424746E+14 	 +2.444957E+00 	 +2.887460E+00 	 +1.397135E+01
+8.568567E+14 	 +2.465617E+00 	 +2.917263E+00 	 +1.395533E+01
+8.714844E+14 	 +2.485308E+00 	 +2.945776E+00 	 +1.393834E+01
+8.863618E+14 	 +2.504068E+00 	 +2.973096E+00 	 +1.392032E+01
+9.014931E+14 	 +2.521883E+00 	 +2.999163E+00 	 +1.390130E+01
+9.168828E+14 	 +2.538870E+00 	 +3.024129E+00 	 +1.388152E+01
+9.325352E+14 	 +2.554979E+00 	 +3.047913E+00 	 +1.386086E+01
+9.484548E+14 	 +2.570255E+00 	 +3.070567E+00 	 +1.383942E+01
+9.646461E+14 	 +2.584713E+00 	 +3.092111E+00 	 +1.381720E+01
+9.811139E+14 	 +2.598445E+00 	 +3.112655E+00 	 +1.379438E+01
+9.978628E+14 	 +2.611370E+00 	 +3.132072E+00 	 +1.377082E+01
+1.014898E+15 	 +2.623595E+00 	 +3.150511E+00 	 +1.374671E+01
+1.032223E+15 	 +2.635117E+00 	 +3.167961E+00 	 +1.372202E+01
+1.049845E+15 	 +2.647664E+00 	 +3.186863E+00 	 +1.370019E+01
+1.067767E+15 	 +2.656180E+00 	 +3.200043E+00 	 +1.367115E+01
+1.085995E+15 	 +2.667353E+00 	 +3.216998E+00 	 +1.364812E+01
+1.104534E+15 	 +2.674699E+00 	 +3.228501E+00 	 +1.361832E+01
+1.123390E+15 	 +2.683096E+00 	 +3.241459E+00 	 +1.359137E+01
+1.142568E+15 	 +2.692239E+00 	 +3.255462E+00 	 +1.356663E+01
+1.162073E+15 	 +2.699623E+00 	 +3.266928E+00 	 +1.353916E+01
+1.181911E+15 	 +2.706047E+00 	 +3.277020E+00 	 +1.351046E+01
+1.202088E+15 	 +2.711140E+00 	 +3.285196E+00 	 +1.347985E+01
+1.222609E+15 	 +2.716897E+00 	 +3.294253E+00 	 +1.345126E+01
+1.243481E+15 	 +2.722173E+00 	 +3.302547E+00 	 +1.342246E+01
+1.264709E+15 	 +2.728556E+00 	 +3.312391E+00 	 +1.339648E+01
+1.286299E+15 	 +2.731305E+00 	 +3.316960E+00 	 +1.336411E+01
+1.308258E+15 	 +2.735246E+00 	 +3.323211E+00 	 +1.333466E+01
+1.330591E+15 	 +2.739886E+00 	 +3.330439E+00 	 +1.330713E+01
+1.353306E+15 	 +2.743296E+00 	 +3.335837E+00 	 +1.327788E+01
+1.376409E+15 	 +2.745887E+00 	 +3.340010E+00 	 +1.324762E+01
+1.399906E+15 	 +2.748200E+00 	 +3.343735E+00 	 +1.321742E+01
+1.423804E+15 	 +2.750458E+00 	 +3.347330E+00 	 +1.318769E+01
+1.448110E+15 	 +2.751916E+00 	 +3.349723E+00 	 +1.315695E+01
+1.472832E+15 	 +2.753773E+00 	 +3.352642E+00 	 +1.312758E+01
+1.497975E+15 	 +2.754845E+00 	 +3.354378E+00 	 +1.309720E+01
+1.523547E+15 	 +2.755153E+00 	 +3.354963E+00 	 +1.306583E+01
+1.549556E+15 	 +2.755857E+00 	 +3.356070E+00 	 +1.303579E+01
+1.576009E+15 	 +2.755917E+00 	 +3.356197E+00 	 +1.300499E+01
+1.602914E+15 	 +2.756302E+00 	 +3.356742E+00 	 +1.297538E+01
